,,,Stand,Hit,Optimal,Optimal Return
8,10,True,"tensor(-0.9100, grad_fn=<SelectBackward0>)","tensor(-0.5243, grad_fn=<SelectBackward0>)",Hit,-0.5243052840232849
8,10,False,"tensor(-0.7554, grad_fn=<SelectBackward0>)","tensor(-0.3989, grad_fn=<SelectBackward0>)",Hit,-0.39890256524086
9,1,True,"tensor(-1.0371, grad_fn=<SelectBackward0>)","tensor(-0.2769, grad_fn=<SelectBackward0>)",Hit,-0.2769201397895813
9,1,False,"tensor(-0.9745, grad_fn=<SelectBackward0>)","tensor(-0.2783, grad_fn=<SelectBackward0>)",Hit,-0.27827170491218567
9,2,True,"tensor(-0.7227, grad_fn=<SelectBackward0>)","tensor(-0.0789, grad_fn=<SelectBackward0>)",Hit,-0.07892049103975296
9,2,False,"tensor(-0.5958, grad_fn=<SelectBackward0>)","tensor(-0.0403, grad_fn=<SelectBackward0>)",Hit,-0.04032377153635025
9,3,True,"tensor(-0.5977, grad_fn=<SelectBackward0>)","tensor(-0.0388, grad_fn=<SelectBackward0>)",Hit,-0.038759224116802216
9,3,False,"tensor(-0.3853, grad_fn=<SelectBackward0>)","tensor(0.0250, grad_fn=<SelectBackward0>)",Hit,0.02495887130498886
9,4,True,"tensor(-0.5205, grad_fn=<SelectBackward0>)","tensor(0.0320, grad_fn=<SelectBackward0>)",Hit,0.032008878886699677
9,4,False,"tensor(-0.3599, grad_fn=<SelectBackward0>)","tensor(0.0566, grad_fn=<SelectBackward0>)",Hit,0.05664094537496567
9,5,True,"tensor(-0.5596, grad_fn=<SelectBackward0>)","tensor(0.0624, grad_fn=<SelectBackward0>)",Hit,0.06236826628446579
9,5,False,"tensor(-0.4351, grad_fn=<SelectBackward0>)","tensor(0.1005, grad_fn=<SelectBackward0>)",Hit,0.10049978643655777
9,6,True,"tensor(-0.5942, grad_fn=<SelectBackward0>)","tensor(0.0713, grad_fn=<SelectBackward0>)",Hit,0.07127305120229721
9,6,False,"tensor(-0.4932, grad_fn=<SelectBackward0>)","tensor(0.1243, grad_fn=<SelectBackward0>)",Hit,0.12431170791387558
9,7,True,"tensor(-0.6497, grad_fn=<SelectBackward0>)","tensor(0.0562, grad_fn=<SelectBackward0>)",Hit,0.0562412366271019
9,7,False,"tensor(-0.5079, grad_fn=<SelectBackward0>)","tensor(0.1288, grad_fn=<SelectBackward0>)",Hit,0.12879613041877747
9,8,True,"tensor(-0.7113, grad_fn=<SelectBackward0>)","tensor(-0.0475, grad_fn=<SelectBackward0>)",Hit,-0.04750646650791168
9,8,False,"tensor(-0.5595, grad_fn=<SelectBackward0>)","tensor(0.0760, grad_fn=<SelectBackward0>)",Hit,0.07597845047712326
9,9,True,"tensor(-0.7975, grad_fn=<SelectBackward0>)","tensor(-0.1930, grad_fn=<SelectBackward0>)",Hit,-0.1929856538772583
9,9,False,"tensor(-0.6510, grad_fn=<SelectBackward0>)","tensor(-0.0799, grad_fn=<SelectBackward0>)",Hit,-0.07993914932012558
9,10,True,"tensor(-0.8872, grad_fn=<SelectBackward0>)","tensor(-0.3914, grad_fn=<SelectBackward0>)",Hit,-0.39144307374954224
9,10,False,"tensor(-0.7361, grad_fn=<SelectBackward0>)","tensor(-0.2489, grad_fn=<SelectBackward0>)",Hit,-0.24893292784690857
10,1,True,"tensor(-0.9922, grad_fn=<SelectBackward0>)","tensor(-0.1138, grad_fn=<SelectBackward0>)",Hit,-0.11375454813241959
10,1,False,"tensor(-0.9685, grad_fn=<SelectBackward0>)","tensor(-0.1189, grad_fn=<SelectBackward0>)",Hit,-0.11887214332818985
10,2,True,"tensor(-0.6704, grad_fn=<SelectBackward0>)","tensor(0.1115, grad_fn=<SelectBackward0>)",Hit,0.11147963255643845
10,2,False,"tensor(-0.6159, grad_fn=<SelectBackward0>)","tensor(0.1180, grad_fn=<SelectBackward0>)",Hit,0.11800936609506607
10,3,True,"tensor(-0.5576, grad_fn=<SelectBackward0>)","tensor(0.1179, grad_fn=<SelectBackward0>)",Hit,0.1179380789399147
10,3,False,"tensor(-0.4229, grad_fn=<SelectBackward0>)","tensor(0.1680, grad_fn=<SelectBackward0>)",Hit,0.16804301738739014
10,4,True,"tensor(-0.5114, grad_fn=<SelectBackward0>)","tensor(0.1454, grad_fn=<SelectBackward0>)",Hit,0.1454268991947174
10,4,False,"tensor(-0.3576, grad_fn=<SelectBackward0>)","tensor(0.1783, grad_fn=<SelectBackward0>)",Hit,0.17825287580490112
10,5,True,"tensor(-0.5142, grad_fn=<SelectBackward0>)","tensor(0.1521, grad_fn=<SelectBackward0>)",Hit,0.15209083259105682
10,5,False,"tensor(-0.4325, grad_fn=<SelectBackward0>)","tensor(0.2143, grad_fn=<SelectBackward0>)",Hit,0.2143498659133911
10,6,True,"tensor(-0.5950, grad_fn=<SelectBackward0>)","tensor(0.1682, grad_fn=<SelectBackward0>)",Hit,0.16819915175437927
10,6,False,"tensor(-0.5079, grad_fn=<SelectBackward0>)","tensor(0.2269, grad_fn=<SelectBackward0>)",Hit,0.22689083218574524
10,7,True,"tensor(-0.6491, grad_fn=<SelectBackward0>)","tensor(0.1464, grad_fn=<SelectBackward0>)",Hit,0.14635518193244934
10,7,False,"tensor(-0.5587, grad_fn=<SelectBackward0>)","tensor(0.2092, grad_fn=<SelectBackward0>)",Hit,0.2091985046863556
10,8,True,"tensor(-0.7126, grad_fn=<SelectBackward0>)","tensor(0.0558, grad_fn=<SelectBackward0>)",Hit,0.05575713515281677
10,8,False,"tensor(-0.5801, grad_fn=<SelectBackward0>)","tensor(0.1719, grad_fn=<SelectBackward0>)",Hit,0.17186501622200012
10,9,True,"tensor(-0.7738, grad_fn=<SelectBackward0>)","tensor(-0.0689, grad_fn=<SelectBackward0>)",Hit,-0.06891190260648727
10,9,False,"tensor(-0.6493, grad_fn=<SelectBackward0>)","tensor(0.0835, grad_fn=<SelectBackward0>)",Hit,0.08346378803253174
10,10,True,"tensor(-0.8656, grad_fn=<SelectBackward0>)","tensor(-0.2367, grad_fn=<SelectBackward0>)",Hit,-0.23667138814926147
10,10,False,"tensor(-0.7255, grad_fn=<SelectBackward0>)","tensor(-0.0834, grad_fn=<SelectBackward0>)",Hit,-0.0833657905459404
11,1,True,"tensor(-0.9889, grad_fn=<SelectBackward0>)","tensor(-0.0015, grad_fn=<SelectBackward0>)",Hit,-0.001470424234867096
11,1,False,"tensor(-1.0136, grad_fn=<SelectBackward0>)","tensor(-0.0664, grad_fn=<SelectBackward0>)",Hit,-0.06639950722455978
11,2,True,"tensor(-0.6891, grad_fn=<SelectBackward0>)","tensor(0.2210, grad_fn=<SelectBackward0>)",Hit,0.22102725505828857
11,2,False,"tensor(-0.6339, grad_fn=<SelectBackward0>)","tensor(0.1046, grad_fn=<SelectBackward0>)",Hit,0.10459066927433014
11,3,True,"tensor(-0.5135, grad_fn=<SelectBackward0>)","tensor(0.2700, grad_fn=<SelectBackward0>)",Hit,0.2700292468070984
11,3,False,"tensor(-0.4976, grad_fn=<SelectBackward0>)","tensor(0.1990, grad_fn=<SelectBackward0>)",Hit,0.19904333353042603
11,4,True,"tensor(-0.4840, grad_fn=<SelectBackward0>)","tensor(0.2648, grad_fn=<SelectBackward0>)",Hit,0.2648060917854309
11,4,False,"tensor(-0.3955, grad_fn=<SelectBackward0>)","tensor(0.2155, grad_fn=<SelectBackward0>)",Hit,0.2155318558216095
11,5,True,"tensor(-0.4736, grad_fn=<SelectBackward0>)","tensor(0.2552, grad_fn=<SelectBackward0>)",Hit,0.25522589683532715
11,5,False,"tensor(-0.4349, grad_fn=<SelectBackward0>)","tensor(0.2324, grad_fn=<SelectBackward0>)",Hit,0.23238998651504517
11,6,True,"tensor(-0.5684, grad_fn=<SelectBackward0>)","tensor(0.2580, grad_fn=<SelectBackward0>)",Hit,0.25797751545906067
11,6,False,"tensor(-0.5285, grad_fn=<SelectBackward0>)","tensor(0.2383, grad_fn=<SelectBackward0>)",Hit,0.2383427917957306
11,7,True,"tensor(-0.6388, grad_fn=<SelectBackward0>)","tensor(0.2239, grad_fn=<SelectBackward0>)",Hit,0.2239353358745575
11,7,False,"tensor(-0.6060, grad_fn=<SelectBackward0>)","tensor(0.2081, grad_fn=<SelectBackward0>)",Hit,0.20814862847328186
11,8,True,"tensor(-0.7136, grad_fn=<SelectBackward0>)","tensor(0.1435, grad_fn=<SelectBackward0>)",Hit,0.14345893263816833
11,8,False,"tensor(-0.6382, grad_fn=<SelectBackward0>)","tensor(0.1627, grad_fn=<SelectBackward0>)",Hit,0.16270244121551514
11,9,True,"tensor(-0.7874, grad_fn=<SelectBackward0>)","tensor(0.0142, grad_fn=<SelectBackward0>)",Hit,0.014212332665920258
11,9,False,"tensor(-0.6674, grad_fn=<SelectBackward0>)","tensor(0.0643, grad_fn=<SelectBackward0>)",Hit,0.06428581476211548
11,10,True,"tensor(-0.8658, grad_fn=<SelectBackward0>)","tensor(-0.1043, grad_fn=<SelectBackward0>)",Hit,-0.10430619865655899
11,10,False,"tensor(-0.7314, grad_fn=<SelectBackward0>)","tensor(0.0275, grad_fn=<SelectBackward0>)",Hit,0.0274822935461998
12,1,True,"tensor(-0.9726, grad_fn=<SelectBackward0>)","tensor(-0.1270, grad_fn=<SelectBackward0>)",Hit,-0.127010315656662
12,1,False,"tensor(-1.0718, grad_fn=<SelectBackward0>)","tensor(-0.3942, grad_fn=<SelectBackward0>)",Hit,-0.39420318603515625
12,2,True,"tensor(-0.6730, grad_fn=<SelectBackward0>)","tensor(0.1062, grad_fn=<SelectBackward0>)",Hit,0.10620740801095963
12,2,False,"tensor(-0.6857, grad_fn=<SelectBackward0>)","tensor(-0.2503, grad_fn=<SelectBackward0>)",Hit,-0.25031140446662903
12,3,True,"tensor(-0.5100, grad_fn=<SelectBackward0>)","tensor(0.1727, grad_fn=<SelectBackward0>)",Hit,0.17272713780403137
12,3,False,"tensor(-0.5288, grad_fn=<SelectBackward0>)","tensor(-0.2047, grad_fn=<SelectBackward0>)",Hit,-0.20467552542686462
12,4,True,"tensor(-0.3872, grad_fn=<SelectBackward0>)","tensor(0.1825, grad_fn=<SelectBackward0>)",Hit,0.18250492215156555
12,4,False,"tensor(-0.4279, grad_fn=<SelectBackward0>)","tensor(-0.2223, grad_fn=<SelectBackward0>)",Hit,-0.2223261594772339
12,5,True,"tensor(-0.4799, grad_fn=<SelectBackward0>)","tensor(0.1685, grad_fn=<SelectBackward0>)",Hit,0.16849973797798157
12,5,False,"tensor(-0.4540, grad_fn=<SelectBackward0>)","tensor(-0.1956, grad_fn=<SelectBackward0>)",Hit,-0.19560959935188293
12,6,True,"tensor(-0.5507, grad_fn=<SelectBackward0>)","tensor(0.1896, grad_fn=<SelectBackward0>)",Hit,0.1896359920501709
12,6,False,"tensor(-0.5541, grad_fn=<SelectBackward0>)","tensor(-0.1862, grad_fn=<SelectBackward0>)",Hit,-0.1862061321735382
12,7,True,"tensor(-0.6690, grad_fn=<SelectBackward0>)","tensor(0.1804, grad_fn=<SelectBackward0>)",Hit,0.18036502599716187
12,7,False,"tensor(-0.6387, grad_fn=<SelectBackward0>)","tensor(-0.2211, grad_fn=<SelectBackward0>)",Hit,-0.22106072306632996
12,8,True,"tensor(-0.7510, grad_fn=<SelectBackward0>)","tensor(0.0804, grad_fn=<SelectBackward0>)",Hit,0.08041206747293472
12,8,False,"tensor(-0.7056, grad_fn=<SelectBackward0>)","tensor(-0.2963, grad_fn=<SelectBackward0>)",Hit,-0.2963326871395111
12,9,True,"tensor(-0.8304, grad_fn=<SelectBackward0>)","tensor(-0.0534, grad_fn=<SelectBackward0>)",Hit,-0.05343938618898392
12,9,False,"tensor(-0.7390, grad_fn=<SelectBackward0>)","tensor(-0.3575, grad_fn=<SelectBackward0>)",Hit,-0.35749998688697815
12,10,True,"tensor(-0.9076, grad_fn=<SelectBackward0>)","tensor(-0.2329, grad_fn=<SelectBackward0>)",Hit,-0.23293977975845337
12,10,False,"tensor(-0.7866, grad_fn=<SelectBackward0>)","tensor(-0.4779, grad_fn=<SelectBackward0>)",Hit,-0.4778730869293213
13,1,True,"tensor(-0.9439, grad_fn=<SelectBackward0>)","tensor(-0.1791, grad_fn=<SelectBackward0>)",Hit,-0.17908364534378052
13,1,False,"tensor(-1.0704, grad_fn=<SelectBackward0>)","tensor(-0.5552, grad_fn=<SelectBackward0>)",Hit,-0.555150032043457
13,2,True,"tensor(-0.6391, grad_fn=<SelectBackward0>)","tensor(0.0643, grad_fn=<SelectBackward0>)",Hit,0.064344622194767
13,2,False,"tensor(-0.6935, grad_fn=<SelectBackward0>)","tensor(-0.3614, grad_fn=<SelectBackward0>)",Hit,-0.36139482259750366
13,3,True,"tensor(-0.5051, grad_fn=<SelectBackward0>)","tensor(0.1353, grad_fn=<SelectBackward0>)",Hit,0.13530024886131287
13,3,False,"tensor(-0.5288, grad_fn=<SelectBackward0>)","tensor(-0.3035, grad_fn=<SelectBackward0>)",Hit,-0.30346155166625977
13,4,True,"tensor(-0.3760, grad_fn=<SelectBackward0>)","tensor(0.1373, grad_fn=<SelectBackward0>)",Hit,0.13725903630256653
13,4,False,"tensor(-0.4087, grad_fn=<SelectBackward0>)","tensor(-0.3122, grad_fn=<SelectBackward0>)",Hit,-0.31219592690467834
13,5,True,"tensor(-0.4072, grad_fn=<SelectBackward0>)","tensor(0.1525, grad_fn=<SelectBackward0>)",Hit,0.15254664421081543
13,5,False,"tensor(-0.4212, grad_fn=<SelectBackward0>)","tensor(-0.2663, grad_fn=<SelectBackward0>)",Hit,-0.2663094401359558
13,6,True,"tensor(-0.5393, grad_fn=<SelectBackward0>)","tensor(0.1541, grad_fn=<SelectBackward0>)",Hit,0.15412546694278717
13,6,False,"tensor(-0.5481, grad_fn=<SelectBackward0>)","tensor(-0.2372, grad_fn=<SelectBackward0>)",Hit,-0.23718634247779846
13,7,True,"tensor(-0.6615, grad_fn=<SelectBackward0>)","tensor(0.1449, grad_fn=<SelectBackward0>)",Hit,0.14487943053245544
13,7,False,"tensor(-0.6693, grad_fn=<SelectBackward0>)","tensor(-0.2887, grad_fn=<SelectBackward0>)",Hit,-0.28868216276168823
13,8,True,"tensor(-0.7862, grad_fn=<SelectBackward0>)","tensor(0.0550, grad_fn=<SelectBackward0>)",Hit,0.05495098978281021
13,8,False,"tensor(-0.7454, grad_fn=<SelectBackward0>)","tensor(-0.3797, grad_fn=<SelectBackward0>)",Hit,-0.3796655535697937
13,9,True,"tensor(-0.8540, grad_fn=<SelectBackward0>)","tensor(-0.0457, grad_fn=<SelectBackward0>)",Hit,-0.04571647197008133
13,9,False,"tensor(-0.8028, grad_fn=<SelectBackward0>)","tensor(-0.4510, grad_fn=<SelectBackward0>)",Hit,-0.4510014057159424
13,10,True,"tensor(-0.9316, grad_fn=<SelectBackward0>)","tensor(-0.2013, grad_fn=<SelectBackward0>)",Hit,-0.2013465166091919
13,10,False,"tensor(-0.8461, grad_fn=<SelectBackward0>)","tensor(-0.5321, grad_fn=<SelectBackward0>)",Hit,-0.5321159362792969
14,1,True,"tensor(-0.9111, grad_fn=<SelectBackward0>)","tensor(-0.2653, grad_fn=<SelectBackward0>)",Hit,-0.26531583070755005
14,1,False,"tensor(-1.0376, grad_fn=<SelectBackward0>)","tensor(-0.5872, grad_fn=<SelectBackward0>)",Hit,-0.5871628522872925
14,2,True,"tensor(-0.6089, grad_fn=<SelectBackward0>)","tensor(-0.0197, grad_fn=<SelectBackward0>)",Hit,-0.01970585435628891
14,2,False,"tensor(-0.6881, grad_fn=<SelectBackward0>)","tensor(-0.4087, grad_fn=<SelectBackward0>)",Hit,-0.4086682200431824
14,3,True,"tensor(-0.4939, grad_fn=<SelectBackward0>)","tensor(0.0531, grad_fn=<SelectBackward0>)",Hit,0.05314040929079056
14,3,False,"tensor(-0.5250, grad_fn=<SelectBackward0>)","tensor(-0.3568, grad_fn=<SelectBackward0>)",Hit,-0.3568001985549927
14,4,True,"tensor(-0.4071, grad_fn=<SelectBackward0>)","tensor(0.0805, grad_fn=<SelectBackward0>)",Hit,0.0805189236998558
14,4,False,"tensor(-0.4232, grad_fn=<SelectBackward0>)","tensor(-0.3526, grad_fn=<SelectBackward0>)",Hit,-0.35258692502975464
14,5,True,"tensor(-0.3726, grad_fn=<SelectBackward0>)","tensor(0.1079, grad_fn=<SelectBackward0>)",Hit,0.107857845723629
14,5,False,"tensor(-0.3698, grad_fn=<SelectBackward0>)","tensor(-0.3039, grad_fn=<SelectBackward0>)",Hit,-0.3038572072982788
14,6,True,"tensor(-0.4721, grad_fn=<SelectBackward0>)","tensor(0.1040, grad_fn=<SelectBackward0>)",Hit,0.1040048599243164
14,6,False,"tensor(-0.5356, grad_fn=<SelectBackward0>)","tensor(-0.2734, grad_fn=<SelectBackward0>)",Hit,-0.27339237928390503
14,7,True,"tensor(-0.6527, grad_fn=<SelectBackward0>)","tensor(0.0870, grad_fn=<SelectBackward0>)",Hit,0.08702162653207779
14,7,False,"tensor(-0.6761, grad_fn=<SelectBackward0>)","tensor(-0.3273, grad_fn=<SelectBackward0>)",Hit,-0.3272910714149475
14,8,True,"tensor(-0.7808, grad_fn=<SelectBackward0>)","tensor(0.0075, grad_fn=<SelectBackward0>)",Hit,0.007483221590518951
14,8,False,"tensor(-0.7789, grad_fn=<SelectBackward0>)","tensor(-0.4155, grad_fn=<SelectBackward0>)",Hit,-0.4155097007751465
14,9,True,"tensor(-0.8975, grad_fn=<SelectBackward0>)","tensor(-0.1135, grad_fn=<SelectBackward0>)",Hit,-0.11351186782121658
14,9,False,"tensor(-0.8389, grad_fn=<SelectBackward0>)","tensor(-0.5051, grad_fn=<SelectBackward0>)",Hit,-0.50511634349823
14,10,True,"tensor(-0.9752, grad_fn=<SelectBackward0>)","tensor(-0.2428, grad_fn=<SelectBackward0>)",Hit,-0.24280506372451782
14,10,False,"tensor(-0.9041, grad_fn=<SelectBackward0>)","tensor(-0.5748, grad_fn=<SelectBackward0>)",Hit,-0.5747951865196228
15,1,True,"tensor(-0.8757, grad_fn=<SelectBackward0>)","tensor(-0.3521, grad_fn=<SelectBackward0>)",Hit,-0.35209912061691284
15,1,False,"tensor(-0.9944, grad_fn=<SelectBackward0>)","tensor(-0.6219, grad_fn=<SelectBackward0>)",Hit,-0.621891975402832
15,2,True,"tensor(-0.5657, grad_fn=<SelectBackward0>)","tensor(-0.1059, grad_fn=<SelectBackward0>)",Hit,-0.10586034506559372
15,2,False,"tensor(-0.6629, grad_fn=<SelectBackward0>)","tensor(-0.4829, grad_fn=<SelectBackward0>)",Hit,-0.4829426407814026
15,3,True,"tensor(-0.4614, grad_fn=<SelectBackward0>)","tensor(-0.0278, grad_fn=<SelectBackward0>)",Hit,-0.027787506580352783
15,3,False,"tensor(-0.4993, grad_fn=<SelectBackward0>)","tensor(-0.4430, grad_fn=<SelectBackward0>)",Hit,-0.44301271438598633
15,4,True,"tensor(-0.3925, grad_fn=<SelectBackward0>)","tensor(0.0486, grad_fn=<SelectBackward0>)",Hit,0.04856257885694504
15,4,False,"tensor(-0.4267, grad_fn=<SelectBackward0>)","tensor(-0.4067, grad_fn=<SelectBackward0>)",Hit,-0.40674281120300293
15,5,True,"tensor(-0.2873, grad_fn=<SelectBackward0>)","tensor(0.1047, grad_fn=<SelectBackward0>)",Hit,0.10471675544977188
15,5,False,"tensor(-0.3522, grad_fn=<SelectBackward0>)","tensor(-0.3701, grad_fn=<SelectBackward0>)",Stand,-0.3522297143936157
15,6,True,"tensor(-0.3827, grad_fn=<SelectBackward0>)","tensor(0.1056, grad_fn=<SelectBackward0>)",Hit,0.10558564215898514
15,6,False,"tensor(-0.4407, grad_fn=<SelectBackward0>)","tensor(-0.3203, grad_fn=<SelectBackward0>)",Hit,-0.32029587030410767
15,7,True,"tensor(-0.5660, grad_fn=<SelectBackward0>)","tensor(0.0642, grad_fn=<SelectBackward0>)",Hit,0.0641910508275032
15,7,False,"tensor(-0.6341, grad_fn=<SelectBackward0>)","tensor(-0.3818, grad_fn=<SelectBackward0>)",Hit,-0.3818053603172302
15,8,True,"tensor(-0.7578, grad_fn=<SelectBackward0>)","tensor(-0.0214, grad_fn=<SelectBackward0>)",Hit,-0.021352656185626984
15,8,False,"tensor(-0.7779, grad_fn=<SelectBackward0>)","tensor(-0.4520, grad_fn=<SelectBackward0>)",Hit,-0.45204246044158936
15,9,True,"tensor(-0.8978, grad_fn=<SelectBackward0>)","tensor(-0.1464, grad_fn=<SelectBackward0>)",Hit,-0.14644575119018555
15,9,False,"tensor(-0.8853, grad_fn=<SelectBackward0>)","tensor(-0.5412, grad_fn=<SelectBackward0>)",Hit,-0.5412486791610718
15,10,True,"tensor(-0.9973, grad_fn=<SelectBackward0>)","tensor(-0.2873, grad_fn=<SelectBackward0>)",Hit,-0.28729677200317383
15,10,False,"tensor(-0.8461, grad_fn=<SelectBackward0>)","tensor(-0.6072, grad_fn=<SelectBackward0>)",Hit,-0.6072121858596802
16,1,True,"tensor(-0.8489, grad_fn=<SelectBackward0>)","tensor(-0.3521, grad_fn=<SelectBackward0>)",Hit,-0.3521365225315094
16,1,False,"tensor(-0.9330, grad_fn=<SelectBackward0>)","tensor(-0.6946, grad_fn=<SelectBackward0>)",Hit,-0.6945521235466003
16,2,True,"tensor(-0.4597, grad_fn=<SelectBackward0>)","tensor(-0.1023, grad_fn=<SelectBackward0>)",Hit,-0.10226776450872421
16,2,False,"tensor(-0.5626, grad_fn=<SelectBackward0>)","tensor(-0.5952, grad_fn=<SelectBackward0>)",Stand,-0.5626246929168701
16,3,True,"tensor(-0.3422, grad_fn=<SelectBackward0>)","tensor(-0.0250, grad_fn=<SelectBackward0>)",Hit,-0.024996809661388397
16,3,False,"tensor(-0.4148, grad_fn=<SelectBackward0>)","tensor(-0.5746, grad_fn=<SelectBackward0>)",Stand,-0.4148070812225342
16,4,True,"tensor(-0.2773, grad_fn=<SelectBackward0>)","tensor(0.0485, grad_fn=<SelectBackward0>)",Hit,0.04854140430688858
16,4,False,"tensor(-0.3579, grad_fn=<SelectBackward0>)","tensor(-0.5020, grad_fn=<SelectBackward0>)",Stand,-0.3579479455947876
16,5,True,"tensor(-0.1839, grad_fn=<SelectBackward0>)","tensor(0.1098, grad_fn=<SelectBackward0>)",Hit,0.10977660864591599
16,5,False,"tensor(-0.2988, grad_fn=<SelectBackward0>)","tensor(-0.4581, grad_fn=<SelectBackward0>)",Stand,-0.2987508177757263
16,6,True,"tensor(-0.1699, grad_fn=<SelectBackward0>)","tensor(0.1234, grad_fn=<SelectBackward0>)",Hit,0.12341367453336716
16,6,False,"tensor(-0.2582, grad_fn=<SelectBackward0>)","tensor(-0.4333, grad_fn=<SelectBackward0>)",Stand,-0.25817155838012695
16,7,True,"tensor(-0.4345, grad_fn=<SelectBackward0>)","tensor(0.0830, grad_fn=<SelectBackward0>)",Hit,0.08297517150640488
16,7,False,"tensor(-0.5414, grad_fn=<SelectBackward0>)","tensor(-0.4709, grad_fn=<SelectBackward0>)",Hit,-0.4708518981933594
16,8,True,"tensor(-0.6451, grad_fn=<SelectBackward0>)","tensor(-0.0253, grad_fn=<SelectBackward0>)",Hit,-0.025304444134235382
16,8,False,"tensor(-0.6836, grad_fn=<SelectBackward0>)","tensor(-0.5071, grad_fn=<SelectBackward0>)",Hit,-0.5071388483047485
16,9,True,"tensor(-0.8115, grad_fn=<SelectBackward0>)","tensor(-0.1456, grad_fn=<SelectBackward0>)",Hit,-0.1455901861190796
16,9,False,"tensor(-0.7558, grad_fn=<SelectBackward0>)","tensor(-0.5846, grad_fn=<SelectBackward0>)",Hit,-0.5846410989761353
16,10,True,"tensor(-0.9117, grad_fn=<SelectBackward0>)","tensor(-0.2932, grad_fn=<SelectBackward0>)",Hit,-0.29319918155670166
16,10,False,"tensor(-0.8044, grad_fn=<SelectBackward0>)","tensor(-0.6672, grad_fn=<SelectBackward0>)",Hit,-0.6672292947769165
17,1,True,"tensor(-0.6413, grad_fn=<SelectBackward0>)","tensor(-0.3194, grad_fn=<SelectBackward0>)",Hit,-0.31939297914505005
17,1,False,"tensor(-0.7902, grad_fn=<SelectBackward0>)","tensor(-0.7853, grad_fn=<SelectBackward0>)",Hit,-0.7853490114212036
17,2,True,"tensor(-0.1513, grad_fn=<SelectBackward0>)","tensor(-0.0794, grad_fn=<SelectBackward0>)",Hit,-0.07939166575670242
17,2,False,"tensor(-0.2955, grad_fn=<SelectBackward0>)","tensor(-0.6946, grad_fn=<SelectBackward0>)",Stand,-0.29550206661224365
17,3,True,"tensor(-0.0417, grad_fn=<SelectBackward0>)","tensor(0.0085, grad_fn=<SelectBackward0>)",Hit,0.008478395640850067
17,3,False,"tensor(-0.1458, grad_fn=<SelectBackward0>)","tensor(-0.6526, grad_fn=<SelectBackward0>)",Stand,-0.14579257369041443
17,4,True,"tensor(-0.0014, grad_fn=<SelectBackward0>)","tensor(0.0675, grad_fn=<SelectBackward0>)",Hit,0.06751399487257004
17,4,False,"tensor(-0.0649, grad_fn=<SelectBackward0>)","tensor(-0.5744, grad_fn=<SelectBackward0>)",Stand,-0.06489959359169006
17,5,True,"tensor(0.1118, grad_fn=<SelectBackward0>)","tensor(0.1357, grad_fn=<SelectBackward0>)",Hit,0.13567256927490234
17,5,False,"tensor(-0.0379, grad_fn=<SelectBackward0>)","tensor(-0.5372, grad_fn=<SelectBackward0>)",Stand,-0.03789575397968292
17,6,True,"tensor(0.1820, grad_fn=<SelectBackward0>)","tensor(0.1583, grad_fn=<SelectBackward0>)",Stand,0.1819581836462021
17,6,False,"tensor(0.0873, grad_fn=<SelectBackward0>)","tensor(-0.5226, grad_fn=<SelectBackward0>)",Stand,0.08733581006526947
17,7,True,"tensor(0.0497, grad_fn=<SelectBackward0>)","tensor(0.1394, grad_fn=<SelectBackward0>)",Hit,0.13937363028526306
17,7,False,"tensor(-0.0773, grad_fn=<SelectBackward0>)","tensor(-0.5707, grad_fn=<SelectBackward0>)",Stand,-0.07728846371173859
17,8,True,"tensor(-0.3016, grad_fn=<SelectBackward0>)","tensor(0.0101, grad_fn=<SelectBackward0>)",Hit,0.010098837316036224
17,8,False,"tensor(-0.4173, grad_fn=<SelectBackward0>)","tensor(-0.6106, grad_fn=<SelectBackward0>)",Stand,-0.4173322319984436
17,9,True,"tensor(-0.5781, grad_fn=<SelectBackward0>)","tensor(-0.1344, grad_fn=<SelectBackward0>)",Hit,-0.1343623697757721
17,9,False,"tensor(-0.5783, grad_fn=<SelectBackward0>)","tensor(-0.6424, grad_fn=<SelectBackward0>)",Stand,-0.5783382058143616
17,10,True,"tensor(-0.7632, grad_fn=<SelectBackward0>)","tensor(-0.2800, grad_fn=<SelectBackward0>)",Hit,-0.27996742725372314
17,10,False,"tensor(-0.6446, grad_fn=<SelectBackward0>)","tensor(-0.7242, grad_fn=<SelectBackward0>)",Stand,-0.6446043848991394
18,1,True,"tensor(-0.3317, grad_fn=<SelectBackward0>)","tensor(-0.2824, grad_fn=<SelectBackward0>)",Hit,-0.282373309135437
18,1,False,"tensor(-0.4721, grad_fn=<SelectBackward0>)","tensor(-0.8534, grad_fn=<SelectBackward0>)",Stand,-0.47210830450057983
18,2,True,"tensor(0.1704, grad_fn=<SelectBackward0>)","tensor(-0.0668, grad_fn=<SelectBackward0>)",Stand,0.1704479306936264
18,2,False,"tensor(0.1029, grad_fn=<SelectBackward0>)","tensor(-0.7689, grad_fn=<SelectBackward0>)",Stand,0.10292352735996246
18,3,True,"tensor(0.2817, grad_fn=<SelectBackward0>)","tensor(0.0433, grad_fn=<SelectBackward0>)",Stand,0.2817479372024536
18,3,False,"tensor(0.2275, grad_fn=<SelectBackward0>)","tensor(-0.7174, grad_fn=<SelectBackward0>)",Stand,0.22749067842960358
